Date,state,average temperature (F)
201204,NJ,52.6
201205,NJ,65.1
201206,NJ,70
201207,NJ,77.8
201208,NJ,74.7
201209,NJ,67
201210,NJ,56.8
201211,NJ,41.5
201212,NJ,40.6
201301,NJ,33.9
201302,NJ,32.8
201303,NJ,38.6
201304,NJ,51.5
201305,NJ,60.9
201306,NJ,71.2
201307,NJ,77.8
201308,NJ,71.4
201309,NJ,64.4
201310,NJ,57.1
201311,NJ,42.9
201312,NJ,36
201401,NJ,26
201402,NJ,29.5
201403,NJ,35.4
201404,NJ,50.3
201405,NJ,62
201406,NJ,70.6
201407,NJ,74.1
201408,NJ,70.8
201409,NJ,66.9
201410,NJ,57
201411,NJ,42
201412,NJ,38.7
201501,NJ,27.9
201502,NJ,22.3
201503,NJ,35.9
201504,NJ,51.5
201505,NJ,66.1
201506,NJ,70.3
201507,NJ,75.2
201508,NJ,74.3
201509,NJ,70.7
201510,NJ,54.5
201511,NJ,49.7
201512,NJ,48
201601,NJ,31.4
201602,NJ,36
201603,NJ,47
201604,NJ,50.7
201605,NJ,60.2
201606,NJ,70.6
201607,NJ,77.2
201608,NJ,76.9
201609,NJ,69.7
201610,NJ,56.7
201611,NJ,46.7
201612,NJ,36.3
201701,NJ,36.2
201702,NJ,40.4
201703,NJ,38.9
201704,NJ,55.9
201705,NJ,60
201706,NJ,70.4
201707,NJ,75.5
201708,NJ,71.6
201709,NJ,68.2
201710,NJ,60.4
201711,NJ,44.4
201712,NJ,33.2
201801,NJ,29.2
201802,NJ,39.4
201803,NJ,38.3
201804,NJ,48
201805,NJ,65.2
201806,NJ,70.1
201807,NJ,76.2
201808,NJ,76.8
201809,NJ,70.2
201810,NJ,56.4
201811,NJ,42.5
201812,NJ,37.8
201901,NJ,31.6
201902,NJ,34.7
201903,NJ,39.4
201904,NJ,54.8
201905,NJ,62.8
201906,NJ,70.6
201907,NJ,78
201908,NJ,74.5
201909,NJ,69
201910,NJ,58.2
201911,NJ,41.3
201912,NJ,36.4
202001,NJ,37.3
202002,NJ,39.1
202003,NJ,46.3
202004,NJ,48.7
202005,NJ,59.1
202006,NJ,71.5
202007,NJ,78.8
202008,NJ,75.5
202009,NJ,66.8
202010,NJ,57
202011,NJ,49.2
202012,NJ,37
202101,NJ,33.7
202102,NJ,32
202103,NJ,44
202104,NJ,52.6
202105,NJ,60.8
202106,NJ,71.8
202107,NJ,75.7
202108,NJ,75.9
202109,NJ,68.7
202110,NJ,61
202111,NJ,43.6
202112,NJ,41.2
202201,NJ,28.6
202202,NJ,35.6
202203,NJ,43.9
202204,NJ,51.1
202205,NJ,63.2
202206,NJ,69.9
202207,NJ,77.9
202208,NJ,77.2
202209,NJ,67.6
202210,NJ,54
202211,NJ,47.6
202212,NJ,35.5
202301,NJ,41.2
202302,NJ,39.1
202303,NJ,42.3
202304,NJ,55.4
202305,NJ,59.3
202306,NJ,67.8
202307,NJ,77.2
202308,NJ,73.2
202309,NJ,68
202310,NJ,58.4
202311,NJ,43.3
202312,NJ,41.5
200101,NM,31.8
200102,NM,39.3
200103,NM,44.4
200104,NM,54.2
200105,NM,63.1
200106,NM,71.5
200107,NM,75.2
200108,NM,71.5
200109,NM,66.7
200110,NM,56.8
200111,NM,45.7
200112,NM,34.7
200201,NM,36
200202,NM,37
200203,NM,43.6
200204,NM,57.3
200205,NM,62.7
200206,NM,73.8
200207,NM,73.8
200208,NM,73.2
200209,NM,65.4
200210,NM,52.8
200211,NM,42.5
200212,NM,34.5
200301,NM,40.2
200302,NM,38.6
200303,NM,45.1
200304,NM,52.9
200305,NM,63.2
200306,NM,69.2
200307,NM,76.8
200308,NM,73.5
200309,NM,66
200310,NM,58.9
200311,NM,44.6
200312,NM,36.8
200401,NM,36.6
200402,NM,35
200403,NM,49.7
200404,NM,51.4
200405,NM,63.1
200406,NM,69.9
200407,NM,72.3
200408,NM,69.3
200409,NM,63.9
200410,NM,54.2
200411,NM,41.4
200412,NM,35.7
200501,NM,39.9
200502,NM,40.1
200503,NM,43.1
200504,NM,51.7
200505,NM,61.6
200506,NM,69.8
200507,NM,75
200508,NM,70.8
200509,NM,67.3
200510,NM,55.2
200511,NM,45.3
200512,NM,36.8
200601,NM,38.2
200602,NM,40.1
200603,NM,45.3
200604,NM,56.2
200605,NM,65
200606,NM,73
200607,NM,74.6
200608,NM,70.2
200609,NM,60.9
200610,NM,53.6
200611,NM,45.3
200612,NM,34.5
200701,NM,30.8
200702,NM,39.2
200703,NM,47.6
200704,NM,51.6
200705,NM,60
200706,NM,69.8
200707,NM,73.3
200708,NM,73.7
200709,NM,67
200710,NM,56.5
200711,NM,46.1
200712,NM,35
200801,NM,32.5
200802,NM,39.6
200803,NM,44.9
200804,NM,51.6
200805,NM,60.2
200806,NM,71.9
200807,NM,72
200808,NM,71
200809,NM,63.7
200810,NM,54.9
200811,NM,44.6
200812,NM,36.8
200901,NM,37.8
200902,NM,41.8
200903,NM,47.2
200904,NM,51.7
200905,NM,63.6
200906,NM,69
200907,NM,74.8
200908,NM,72.2
200909,NM,63.9
200910,NM,52.5
200911,NM,45.2
200912,NM,31.6
201001,NM,33.6
201002,NM,35.1
201003,NM,43.1
201004,NM,52.7
201005,NM,59.9
201006,NM,72.6
201007,NM,73.3
201008,NM,72.3
201009,NM,68.3
201010,NM,56.7
201011,NM,42
201012,NM,40.4
201101,NM,33.8
201102,NM,35
201103,NM,49.2
201104,NM,55.6
201105,NM,59.6
201106,NM,73.1
201107,NM,76.6
201108,NM,76
201109,NM,66.3
201110,NM,55.3
201111,NM,43.5
201112,NM,31.4
201201,NM,38.6
201202,NM,38.2
201203,NM,47.8
201204,NM,56.6
201205,NM,63.4
201206,NM,74.2
201207,NM,74.4
201208,NM,73.9
201209,NM,66.2
201210,NM,56.1
201211,NM,46.6
201212,NM,36
201301,NM,32
201302,NM,36.1
201303,NM,46.6
201304,NM,52.6
201305,NM,61.6
201306,NM,74.1
201307,NM,73
201308,NM,72.3
201309,NM,66
201310,NM,52.6
201311,NM,42.7
201312,NM,34.5
201401,NM,36.4
201402,NM,41.9
201403,NM,46
201404,NM,52.3
201405,NM,60.1
201406,NM,72.4
201407,NM,74.2
201408,NM,70.5
201409,NM,66.5
201410,NM,57.4
201411,NM,42.4
201412,NM,37.6
201501,NM,35.6
201502,NM,41.4
201503,NM,47.6
201504,NM,52.5
201505,NM,58.3
201506,NM,71.6
201507,NM,73.1
201508,NM,73.4
201509,NM,69
201510,NM,57.5
201511,NM,43.4
201512,NM,35.9
201601,NM,34.3
201602,NM,42
201603,NM,48.3
201604,NM,52.3
201605,NM,59.4
201606,NM,73
201607,NM,76.9
201608,NM,70.1
201609,NM,65.9
201610,NM,59.6
201611,NM,46.6
201612,NM,37.8
201701,NM,37.2
201702,NM,44.5
201703,NM,51.2
201704,NM,53.7
201705,NM,60.1
201706,NM,72.8
201707,NM,74.6
201708,NM,70.8
201709,NM,66.4
201710,NM,56.4
201711,NM,50.2
201712,NM,38.7
201801,NM,37
201802,NM,41.3
201803,NM,47.2
201804,NM,55.1
201805,NM,65.5
201806,NM,74.3
201807,NM,75.1
201808,NM,73
201809,NM,66.9
201810,NM,53.9
201811,NM,41.2
201812,NM,35.6
201901,NM,35.6
201902,NM,38.1
201903,NM,45.6
201904,NM,53.9
201905,NM,58.1
201906,NM,69.4
201907,NM,75.5
201908,NM,75.3
201909,NM,69
201910,NM,52.2
201911,NM,43.5
201912,NM,37.2
202001,NM,37.1
202002,NM,38.5
202003,NM,48
202004,NM,54
202005,NM,65.1
202006,NM,72.5
202007,NM,76.6
202008,NM,76.2
202009,NM,65
202010,NM,56.6
202011,NM,47.5
202012,NM,35
202101,NM,35.1
202102,NM,37.3
202103,NM,44.8
202104,NM,53.2
202105,NM,62.7
202106,NM,73.1
202107,NM,73.3
202108,NM,72.2
202109,NM,68.3
202110,NM,55.6
202111,NM,47.6
202112,NM,42
202201,NM,35.6
202202,NM,35
202203,NM,44.4
202204,NM,55.3
202205,NM,64.8
202206,NM,72.6
202207,NM,76.3
202208,NM,71.9
202209,NM,68
202210,NM,53.9
202211,NM,40.1
202212,NM,37.2
202301,NM,35.4
202302,NM,37
202303,NM,43.9
202304,NM,52
202305,NM,62.3
202306,NM,69.6
202307,NM,78.6
202308,NM,75.1
202309,NM,68.8
202310,NM,57.3
202311,NM,45.3
202312,NM,38.5
200101,NY,22.4
200102,NY,24.7
200103,NY,28
200104,NY,44.4
200105,NY,57
200106,NY,64.8
200107,NY,65.9
200108,NY,70
200109,NY,59.4
200110,NY,50.1
200111,NY,43.1
200112,NY,33.4
200201,NY,29.1
200202,NY,29.1
200203,NY,33.2
200204,NY,45.9
200205,NY,51.3
200206,NY,64.4
200207,NY,70
200208,NY,69
200209,NY,63.1
200210,NY,46.2
200211,NY,36
200212,NY,24.8
200301,NY,14.6
200302,NY,18.3
200303,NY,31.7
200304,NY,41.3
200305,NY,53.8
200306,NY,62.7
200307,NY,68.1
200308,NY,69.1
200309,NY,60.5
200310,NY,46.2
200311,NY,40.5
200312,NY,27.5
200401,NY,12.8
200402,NY,21.6
200403,NY,34.8
200404,NY,44.1
200405,NY,58.5
200406,NY,62
200407,NY,67.3
200408,NY,65.8
200409,NY,61.9
200410,NY,48.4
200411,NY,38.8
200412,NY,26
200501,NY,18.6
200502,NY,24.1
200503,NY,27.6
200504,NY,45.9
200505,NY,51
200506,NY,69.1
200507,NY,71.1
200508,NY,70.1
200509,NY,63.2
200510,NY,49.7
200511,NY,40.5
200512,NY,23.8
200601,NY,30.1
200602,NY,24.7
200603,NY,31.7
200604,NY,45.7
200605,NY,55.7
200606,NY,64.4
200607,NY,71
200608,NY,66.8
200609,NY,58.1
200610,NY,46.6
200611,NY,42.4
200612,NY,34.4
200701,NY,25.2
200702,NY,16.2
200703,NY,30.2
200704,NY,41.2
200705,NY,56.2
200706,NY,65.7
200707,NY,66.7
200708,NY,67.8
200709,NY,62
200710,NY,54.9
200711,NY,35.9
200712,NY,25.9
200801,NY,25.9
200802,NY,23.5
200803,NY,29.3
200804,NY,48.4
200805,NY,51.7
200806,NY,66.6
200807,NY,69.1
200808,NY,64.8
200809,NY,60.7
200810,NY,46.4
200811,NY,36.4
200812,NY,26.5
200901,NY,15
200902,NY,24.7
200903,NY,33.1
200904,NY,45.8
200905,NY,55.1
200906,NY,62.1
200907,NY,65.2
200908,NY,67.9
200909,NY,58.4
200910,NY,45.9
200911,NY,41.8
200912,NY,25.2
201001,NY,21.8
201002,NY,24.1
201003,NY,38.2
201004,NY,49.2
201005,NY,58.6
201006,NY,65.1
201007,NY,71.4
201008,NY,68.2
201009,NY,60.9
201010,NY,48.5
201011,NY,37.9
201012,NY,23.1
201101,NY,18.6
201102,NY,21.8
201103,NY,30.9
201104,NY,45
201105,NY,58
201106,NY,65.1
201107,NY,71.4
201108,NY,67.6
201109,NY,62.6
201110,NY,49.6
201111,NY,43.1
201112,NY,31.8
201201,NY,26
201202,NY,29.9
201203,NY,43.3
201204,NY,43.9
201205,NY,60.5
201206,NY,64.6
201207,NY,71.4
201208,NY,68.4
201209,NY,59.9
201210,NY,50.9
201211,NY,35.7
201212,NY,31.6
201301,NY,24.3
201302,NY,23.3
201303,NY,30.6
201304,NY,43.4
201305,NY,57.2
201306,NY,64
201307,NY,71.2
201308,NY,65.8
201309,NY,58.3
201310,NY,50.8
201311,NY,34.4
201312,NY,25.4
201401,NY,16.9
201402,NY,18.8
201403,NY,23.6
201404,NY,43.5
201405,NY,56.7
201406,NY,65
201407,NY,67.4
201408,NY,65.3
201409,NY,60.1
201410,NY,51.3
201411,NY,35.3
201412,NY,30.2
201501,NY,16.2
201502,NY,9.2
201503,NY,25.5
201504,NY,43.3
201505,NY,61
201506,NY,63
201507,NY,68.1
201508,NY,67.5
201509,NY,65
201510,NY,47.4
201511,NY,42.8
201512,NY,39.3
201601,NY,23.7
201602,NY,26.7
201603,NY,37.7
201604,NY,41.3
201605,NY,55.8
201606,NY,64.1
201607,NY,70.4
201608,NY,70.9
201609,NY,62.9
201610,NY,50.5
201611,NY,40.2
201612,NY,27.6
201701,NY,27.9
201702,NY,30.6
201703,NY,28.2
201704,NY,48.8
201705,NY,54
201706,NY,64
201707,NY,68.1
201708,NY,65.6
201709,NY,62.3
201710,NY,54.8
201711,NY,36.2
201712,NY,22.6
201801,NY,19.1
201802,NY,29.4
201803,NY,29.9
201804,NY,37.8
201805,NY,60
201806,NY,63.4
201807,NY,71.2
201808,NY,70.4
201809,NY,63.6
201810,NY,47.7
201811,NY,33.3
201812,NY,28.5
201901,NY,19.4
201902,NY,24.2
201903,NY,29.5
201904,NY,44.5
201905,NY,54.2
201906,NY,62.9
201907,NY,71
201908,NY,66.6
201909,NY,60.3
201910,NY,50.2
201911,NY,32.8
201912,NY,27.3
202001,NY,27.7
202002,NY,26.6
202003,NY,37.2
202004,NY,41.1
202005,NY,54.2
202006,NY,65.2
202007,NY,72.9
202008,NY,68.6
202009,NY,59.6
202010,NY,49
202011,NY,41.9
202012,NY,29.8
202101,NY,24
202102,NY,21.7
202103,NY,35
202104,NY,45.7
202105,NY,54.7
202106,NY,67.1
202107,NY,67.7
202108,NY,70.4
202109,NY,61.7
202110,NY,54.8
202111,NY,37
202112,NY,32.8
202201,NY,15.8
202202,NY,23.8
202203,NY,33.8
202204,NY,43.8
202205,NY,58.6
202206,NY,63.8
202207,NY,69.7
202208,NY,70
202209,NY,60.5
202210,NY,48.9
202211,NY,41
202212,NY,29
202301,NY,30.6
202302,NY,28.1
202303,NY,32.6
202304,NY,48
202305,NY,53.9
202306,NY,63.1
202307,NY,70.7
202308,NY,65.8
202309,NY,61.7
202310,NY,53
202311,NY,36.1
202312,NY,35
200101,NC,39.3
200102,NC,46.4
200103,NC,47.2
200104,NC,59.8
200105,NC,66.3
200106,NC,74.3
200107,NC,74.6
200108,NC,76.7
200109,NC,67.6
200110,NC,57.7
200111,NC,54.8
200112,NC,48
200201,NC,42.6
200202,NC,44.4
200203,NC,51.1
200204,NC,62.5
200205,NC,65.3
200206,NC,75.2
200207,NC,78.7
200208,NC,77
200209,NC,72.2
200210,NC,62.1
200211,NC,48.1
200212,NC,40.5
200301,NC,36.4
200302,NC,41.4
200303,NC,52.8
200304,NC,57.6
200305,NC,65.8
200306,NC,72.5
200307,NC,76.6
200308,NC,77.3
200309,NC,69.4
200310,NC,58.9
200311,NC,55.7
200312,NC,40.3
200401,NC,37.9
200402,NC,40.4
200403,NC,51.8
200404,NC,58.8
200405,NC,71.1
200406,NC,74.4
200407,NC,77.3
200408,NC,73.9
200409,NC,70.2
200410,NC,61.6
200411,NC,52.8
200412,NC,41.9
200501,NC,43
200502,NC,43.8
200503,NC,47.2
200504,NC,57.6
200505,NC,63.3
200506,NC,73.5
200507,NC,79.2
200508,NC,78.1
200509,NC,73.6
200510,NC,61.7
200511,NC,52.1
200512,NC,40
200601,NC,46.6
200602,NC,42.1
200603,NC,49.8
200604,NC,61.7
200605,NC,64.2
200606,NC,73.1
200607,NC,77.6
200608,NC,78.3
200609,NC,68.1
200610,NC,57.7
200611,NC,51.5
200612,NC,47.1
200701,NC,44.2
200702,NC,39.1
200703,NC,53.8
200704,NC,57.3
200705,NC,66
200706,NC,74.1
200707,NC,75.8
200708,NC,80.6
200709,NC,72.4
200710,NC,65.4
200711,NC,49.5
200712,NC,47.5
200801,NC,40.1
200802,NC,46.2
200803,NC,51
200804,NC,58.7
200805,NC,64.8
200806,NC,77.1
200807,NC,76.6
200808,NC,75.5
200809,NC,70.8
200810,NC,57.8
200811,NC,47.2
200812,NC,46.1
200901,NC,38.7
200902,NC,42.8
200903,NC,49.3
200904,NC,58.7
200905,NC,67.5
200906,NC,75.1
200907,NC,75.2
200908,NC,77.4
200909,NC,69.6
200910,NC,58.9
200911,NC,52.7
200912,NC,40.7
201001,NC,36.6
201002,NC,36.9
201003,NC,49.5
201004,NC,61.3
201005,NC,69.5
201006,NC,78.8
201007,NC,79.4
201008,NC,78.6
201009,NC,73.1
201010,NC,60.9
201011,NC,50
201012,NC,33.6
201101,NC,36.2
201102,NC,45.7
201103,NC,50.6
201104,NC,61.4
201105,NC,67.6
201106,NC,77
201107,NC,80
201108,NC,77.7
201109,NC,71
201110,NC,58.2
201111,NC,52.4
201112,NC,46.9
201201,NC,43.9
201202,NC,45.8
201203,NC,58.7
201204,NC,59.2
201205,NC,69.6
201206,NC,72.3
201207,NC,80.3
201208,NC,75.6
201209,NC,69.8
201210,NC,59.5
201211,NC,46.3
201212,NC,47.6
201301,NC,44.1
201302,NC,41.8
201303,NC,44
201304,NC,58.7
201305,NC,65.1
201306,NC,74.3
201307,NC,77
201308,NC,74.4
201309,NC,69.4
201310,NC,60.7
201311,NC,47.8
201312,NC,45.4
201401,NC,35.3
201402,NC,43
201403,NC,45.5
201404,NC,59.2
201405,NC,68.5
201406,NC,75.2
201407,NC,75.7
201408,NC,74.3
201409,NC,71.2
201410,NC,61.4
201411,NC,45.8
201412,NC,45.1
201501,NC,39.4
201502,NC,34.9
201503,NC,50.7
201504,NC,60
201505,NC,68.6
201506,NC,77.3
201507,NC,78.5
201508,NC,76.1
201509,NC,71.6
201510,NC,60
201511,NC,54.4
201512,NC,54.7
201601,NC,38.4
201602,NC,43.2
201603,NC,56.2
201604,NC,58.7
201605,NC,65.8
201606,NC,75.3
201607,NC,80.1
201608,NC,79.2
201609,NC,74.3
201610,NC,63.2
201611,NC,51.7
201612,NC,44
201701,NC,45.4
201702,NC,50.7
201703,NC,50
201704,NC,63.9
201705,NC,67.7
201706,NC,73.8
201707,NC,78.7
201708,NC,75.8
201709,NC,70.5
201710,NC,62.8
201711,NC,50.3
201712,NC,42.4
201801,NC,35.9
201802,NC,51.9
201803,NC,46.3
201804,NC,56.1
201805,NC,71.6
201806,NC,76.8
201807,NC,77.2
201808,NC,77.3
201809,NC,76.2
201810,NC,62.5
201811,NC,48.4
201812,NC,45
201901,NC,42
201902,NC,48.1
201903,NC,48.8
201904,NC,61.1
201905,NC,72.2
201906,NC,74.2
201907,NC,79
201908,NC,77
201909,NC,74.9
201910,NC,64.6
201911,NC,47.4
201912,NC,46.6
202001,NC,46
202002,NC,47
202003,NC,55.9
202004,NC,57.4
202005,NC,63.6
202006,NC,73.2
202007,NC,79.6
202008,NC,77.5
202009,NC,69.7
202010,NC,63
202011,NC,54.8
202012,NC,42.2
202101,NC,40.8
202102,NC,42.2
202103,NC,53.1
202104,NC,58.6
202105,NC,65.5
202106,NC,73.8
202107,NC,77.1
202108,NC,77.8
202109,NC,70.6
202110,NC,64.4
202111,NC,48.1
202112,NC,50.8
202201,NC,38.7
202202,NC,46
202203,NC,53.4
202204,NC,58.8
202205,NC,68.8
202206,NC,75.1
202207,NC,79.1
202208,NC,76.5
202209,NC,70.3
202210,NC,57.4
202211,NC,53.2
202212,NC,41.8
202301,NC,46.7
202302,NC,51.2
202303,NC,52.2
202304,NC,60.3
202305,NC,64.2
202306,NC,70.8
202307,NC,78.6
202308,NC,77.3
202309,NC,70.8
202310,NC,60.9
202311,NC,50.2
202312,NC,46
200101,ND,17
200102,ND,5.5
200103,ND,27.1
200104,ND,42.6
200105,ND,56
200106,ND,62.7
200107,ND,70.2
200108,ND,70.3
200109,ND,58.3
200110,ND,42.2
200111,ND,37.1
200112,ND,17.9
200201,ND,16.9
200202,ND,24.1
200203,ND,16.3
200204,ND,38.2
200205,ND,48.6
200206,ND,65.6
200207,ND,72.1
200208,ND,66.1
200209,ND,59.2
200210,ND,34.7
200211,ND,29.4
200212,ND,20.8
200301,ND,10.7
200302,ND,8.8
200303,ND,22.8
200304,ND,44.9
200305,ND,53.3
200306,ND,62
200307,ND,69.9
200308,ND,72.2
200309,ND,56.8
200310,ND,47.9
200311,ND,19.6
200312,ND,20.3
200401,ND,3.8
200402,ND,15.5
200403,ND,30.4
200404,ND,43.4
200405,ND,49.8
200406,ND,59.1
200407,ND,67.1
200408,ND,61.5
200409,ND,59
200410,ND,44.2
200411,ND,33.3
200412,ND,19.4
200501,ND,6.4
200502,ND,20.3
200503,ND,28.9
200504,ND,46.8
200505,ND,51.2
200506,ND,64.9
200507,ND,69.8
200508,ND,66.1
200509,ND,59.7
200510,ND,45.4
200511,ND,31.5
200512,ND,17.8
200601,ND,25.9
200602,ND,15
200603,ND,27.5
200604,ND,48.5
200605,ND,55.5
200606,ND,65.3
200607,ND,73.8
200608,ND,69.1
200609,ND,55.7
200610,ND,39.9
200611,ND,28.4
200612,ND,21.4
200701,ND,13.7
200702,ND,7.7
200703,ND,32.6
200704,ND,40.7
200705,ND,55.8
200706,ND,65.3
200707,ND,73.1
200708,ND,66
200709,ND,58.1
200710,ND,46.3
200711,ND,29.2
200712,ND,12.7
200801,ND,9.6
200802,ND,10.3
200803,ND,26.5
200804,ND,40
200805,ND,51.4
200806,ND,60.8
200807,ND,69.2
200808,ND,68.6
200809,ND,56.7
200810,ND,44.4
200811,ND,29.5
200812,ND,5
200901,ND,5
200902,ND,11.4
200903,ND,20
200904,ND,39.2
200905,ND,51.7
200906,ND,60.7
200907,ND,64.6
200908,ND,64.5
200909,ND,63.3
200910,ND,38
200911,ND,36.4
200912,ND,7.4
201001,ND,9.7
201002,ND,9.3
201003,ND,31.6
201004,ND,47.2
201005,ND,52.4
201006,ND,63.1
201007,ND,68.8
201008,ND,69
201009,ND,54.6
201010,ND,48
201011,ND,27.2
201012,ND,9.6
201101,ND,6.4
201102,ND,10
201103,ND,19.2
201104,ND,39.1
201105,ND,50.9
201106,ND,62.4
201107,ND,71.1
201108,ND,68.6
201109,ND,58.3
201110,ND,48.4
201111,ND,30.5
201112,ND,23
201201,ND,20
201202,ND,21
201203,ND,40.6
201204,ND,45.8
201205,ND,55
201206,ND,65.5
201207,ND,74.1
201208,ND,67.4
201209,ND,58.2
201210,ND,41.2
201211,ND,27.5
201212,ND,13.3
201301,ND,11.4
201302,ND,16.8
201303,ND,17.6
201304,ND,31.3
201305,ND,53.4
201306,ND,63.3
201307,ND,68.3
201308,ND,68.6
201309,ND,62
201310,ND,41.6
201311,ND,26.2
201312,ND,5
201401,ND,8.5
201402,ND,5.6
201403,ND,22.7
201404,ND,38.2
201405,ND,53.7
201406,ND,62.5
201407,ND,66.8
201408,ND,67
201409,ND,57.8
201410,ND,46.5
201411,ND,20.2
201412,ND,18.2
201501,ND,16
201502,ND,8.4
201503,ND,33
201504,ND,44.3
201505,ND,52.4
201506,ND,65.1
201507,ND,69.9
201508,ND,68
201509,ND,62
201510,ND,47.8
201511,ND,32.5
201512,ND,21.1
201601,ND,14.6
201602,ND,25.6
201603,ND,36.3
201604,ND,41.8
201605,ND,56.6
201606,ND,66
201607,ND,69.3
201608,ND,68
201609,ND,58.6
201610,ND,46.1
201611,ND,39.3
201612,ND,10.2
201701,ND,11.2
201702,ND,20.5
201703,ND,27.4
201704,ND,42.7
201705,ND,54.8
201706,ND,64.8
201707,ND,72.2
201708,ND,65.2
201709,ND,58.3
201710,ND,45
201711,ND,26.4
201712,ND,15.6
201801,ND,11.8
201802,ND,5.4
201803,ND,24.7
201804,ND,33.3
201805,ND,60.2
201806,ND,67.4
201807,ND,69.3
201808,ND,67.6
201809,ND,55
201810,ND,39.1
201811,ND,22.9
201812,ND,20.8
201901,ND,9.8
201902,ND,-2.7
201903,ND,20.6
201904,ND,41.8
201905,ND,49.6
201906,ND,64
201907,ND,69.3
201908,ND,65.5
201909,ND,58.3
201910,ND,37.6
201911,ND,26.1
201912,ND,16.1
202001,ND,12.9
202002,ND,17.8
202003,ND,29.8
202004,ND,37.6
202005,ND,52.5
202006,ND,66.9
202007,ND,70.3
202008,ND,69.2
202009,ND,57.1
202010,ND,37.8
202011,ND,31.8
202012,ND,23.4
202101,ND,21
202102,ND,5.8
202103,ND,35.9
202104,ND,40.7
202105,ND,52.8
202106,ND,69.3
202107,ND,73.8
202108,ND,68.9
202109,ND,62.2
202110,ND,48.6
202111,ND,32.6
202112,ND,14
202201,ND,8.7
202202,ND,9.4
202203,ND,26.9
202204,ND,33.6
202205,ND,52.9
202206,ND,64.6
202207,ND,70.7
202208,ND,69.5
202209,ND,61
202210,ND,46
202211,ND,23.1
202212,ND,6.7
202301,ND,13.1
202302,ND,14.5
202303,ND,14
202304,ND,34.7
202305,ND,60
202306,ND,69.2
202307,ND,67.2
202308,ND,67.9
202309,ND,61.9
202310,ND,43.7
202311,ND,31.1
202312,ND,26.7
200101,OH,27.5
200102,OH,34
200103,OH,36.3
200104,OH,53.9
200105,OH,61.5
200106,OH,68.4
200107,OH,71.9
200108,OH,73
200109,OH,62.3
200110,OH,53.8
200111,OH,48.1
200112,OH,37.7
200201,OH,34.1
200202,OH,35
200203,OH,39.2
200204,OH,52.6
200205,OH,56.7
200206,OH,71.4
200207,OH,75.7
200208,OH,74.2
200209,OH,68.3
200210,OH,52
200211,OH,40.4
200212,OH,30.8
200301,OH,21.5
200302,OH,25.4
200303,OH,41
200304,OH,52
200305,OH,59.5
200306,OH,66
200307,OH,71.6
200308,OH,72.6
200309,OH,62.8
200310,OH,51.2
200311,OH,46.4
200312,OH,32.8
200401,OH,23.5
200402,OH,30.2
200403,OH,42.6
200404,OH,51
200405,OH,64.5
200406,OH,67.9
200407,OH,71.4
200408,OH,68.6
200409,OH,66.1
200410,OH,53.6
200411,OH,45.2
200412,OH,31.5
200501,OH,29.4
200502,OH,32.7
200503,OH,35.5
200504,OH,52.2
200505,OH,56.4
200506,OH,72.6
200507,OH,75.1
200508,OH,74.2
200509,OH,67.7
200510,OH,54.2
200511,OH,44.3
200512,OH,27.2
200601,OH,38.8
200602,OH,31.4
200603,OH,38.9
200604,OH,54.3
200605,OH,59.1
200606,OH,67.6
200607,OH,74.2
200608,OH,73.3
200609,OH,61.9
200610,OH,50.5
200611,OH,44.2
200612,OH,38.3
200701,OH,33
200702,OH,19.4
200703,OH,43.9
200704,OH,48.4
200705,OH,63.9
200706,OH,70.6
200707,OH,70.6
200708,OH,75
200709,OH,67.4
200710,OH,59.9
200711,OH,42
200712,OH,33.1
200801,OH,29.1
200802,OH,28.4
200803,OH,36.8
200804,OH,52.9
200805,OH,57
200806,OH,70.8
200807,OH,72.3
200808,OH,70.4
200809,OH,67
200810,OH,52
200811,OH,39.9
200812,OH,31
200901,OH,20.8
200902,OH,31.4
200903,OH,42.3
200904,OH,51.1
200905,OH,61.1
200906,OH,69
200907,OH,68.5
200908,OH,71
200909,OH,64.6
200910,OH,50
200911,OH,46.1
200912,OH,30.6
201001,OH,25
201002,OH,25.7
201003,OH,42.2
201004,OH,55.3
201005,OH,63.4
201006,OH,72.2
201007,OH,75.1
201008,OH,74.2
201009,OH,65.9
201010,OH,54.7
201011,OH,41.9
201012,OH,24.8
201101,OH,23.5
201102,OH,30.5
201103,OH,39.6
201104,OH,52.1
201105,OH,61.7
201106,OH,70.4
201107,OH,77.3
201108,OH,71.9
201109,OH,64.2
201110,OH,52.7
201111,OH,46.9
201112,OH,36.9
201201,OH,32.1
201202,OH,35.1
201203,OH,52.2
201204,OH,50.2
201205,OH,66.4
201206,OH,70.3
201207,OH,77.5
201208,OH,71.4
201209,OH,63.3
201210,OH,52.4
201211,OH,39.6
201212,OH,37.7
201301,OH,30.5
201302,OH,29.2
201303,OH,35
201304,OH,50.6
201305,OH,63.2
201306,OH,69.5
201307,OH,72.5
201308,OH,70.2
201309,OH,64.5
201310,OH,54.3
201311,OH,39
201312,OH,32
201401,OH,19.8
201402,OH,23.4
201403,OH,33.6
201404,OH,51.4
201405,OH,61.7
201406,OH,70.6
201407,OH,69.4
201408,OH,71
201409,OH,64
201410,OH,53.3
201411,OH,36.8
201412,OH,35.3
201501,OH,24.4
201502,OH,17.3
201503,OH,35.9
201504,OH,51.5
201505,OH,65
201506,OH,69.8
201507,OH,71.6
